10,20,40
100,100,100
169.4901737,193.2082041,181.0530049
176.3713198,196.903733,179.1353303
181.6543516,198.5620074,177.2963092
185.3291261,201.8201615,182.1169613
192.8286776,206.5744382,185.694037
198.8414663,210.2966132,190.3242574
204.4714506,217.0280232,196.125097
207.3053129,222.371798,205.1327367
213.2634925,229.3920098,206.8262694
